"Sanford, FL","Lorton, VA"
"Paso Robles, CA","Oakland, CA"
"Deerfield Beach, FL","Lakeland, FL"
"Houston, TX","San Antonio, TX"
"Winter Park, FL","Fort Lauderdale, FL"
"Kansas City, MO","Newton, KS"
"Richmond, CA","Denver, CO"
"Riverside, CA","Galesburg, IL"
"Salem, OR","Tacoma, WA"
"Wisconsin Dells, WI","Minot, ND"
"Washington, DC","Hamlet, NC"
"New York, NY","Maysville, KY"
"Van Nuys, CA","Tacoma, WA"
"New York, NY","Prince, WV"
"Seattle, WA","Kelso-Longview, WA"
"Southern Pines, NC","Tampa, FL"
"Reno, NV","Mount Pleasant, IA"
"Simi Valley, CA","Eugene, OR"
"Newark, NJ","Lakeland, FL"
"Albany, OR","San Luis Obispo, CA"
"Everett, WA","Milwaukee, WI"
"New Orleans, LA","Gainesville, GA"
"Chemult, OR","San Jose, CA"
"Glenview, IL","Whitefish, MT"
"Kansas City, MO","Princeton, IL"
"Portland, OR","Portage, WI"
"Delray Beach, FL","Orlando, FL"
"Rocky Mount, NC","Greensboro, NC"
"Kannapolis, NC","Philadelphia, PA"
"Charlottesville, VA","Birmingham, AL"
"Whitefish, MT","Glasgow, MT"
"Hollywood, FL","Cary, NC"
"White Sulphur Springs, WV","New York, NY"
"Roseville, CA","Omaha, NE"
"Tacoma, WA","Santa Barbara, CA"
"Brookhaven, MS","New Orleans, LA"
"Deland, FL","Raleigh, NC"
"La Crosse, WI","East Glacier Park, MT"
"Leavenworth, WA","Seattle, WA"
"Sacramento, CA","Kelso-Longview, WA"
"Maysville, KY","Chicago, IL"
"Van Nuys, CA","Eugene, OR"
"New Orleans, LA","Centralia, IL"
"Eugene, OR","Salinas, CA"
"Winter Park, FL","Columbia, SC"
"Jacksonville, FL","Winter Park, FL"
"Fort Madison, IA","Fullerton, CA"
"Whitefish, MT","Grand Forks, ND"
"Tucson, AZ","Dallas, TX"
"Temple, TX","Springfield, IL"
"Tacoma, WA","Albany, OR"
"Lakeland, FL","Washington, DC"
"Albany, OR","Martinez, CA"
"Sacramento, CA","Granby, CO"
"San Antonio, TX","Alpine, TX"
"Camden, SC","Newark, NJ"
"Santa Barbara, CA","Klamath Falls, OR"
"Cleveland, OH","Elkhart, IN"
"Libby, MT","Portland, OR"
"Seattle, WA","Stanley, ND"
"Birmingham, AL","Alexandria, VA"
"Wilmington, DE","Miami, FL"
"Glenview, IL","Winona, MN"
"Williams Junction, AZ","Albuquerque, NM"
"Miami, FL","Rocky Mount, NC"
"Philadelphia, PA","Burlington, NC"
"New York, NY","Toccoa, GA"
"Glenwood Springs, CO","Osceola, IA"
"Sacramento, CA","San Jose, CA"
"Fort Morgan, CO","Mount Pleasant, IA"
"Oakland, CA","Van Nuys, CA"
"Raleigh, NC","Fort Lauderdale, FL"
"La Crosse, WI","Vancouver, WA"
"Crawfordsville, IN","Chicago, IL"
"Boston, MA","Rochester, NY"
"Garden City, KS","Naperville, IL"
"Mineola, TX","St. Louis, MO"
"Naperville, IL","La Plata, MO"
"Cincinnati, OH","Philadelphia, PA"
"Columbia, SC","Deland, FL"
"Fullerton, CA","Winslow, AZ"
"Emeryville, CA","Green River, UT"
"Bloomington-Normal, IL","St. Louis, MO"
"Los Angeles, CA","Lamar, CO"
"Klamath Falls, OR","Oakland, CA"
"McCook, NE","Sacramento, CA"
"Malta, MT","Portland, OR"
"Kissimmee, FL","Alexandria, VA"
"Washington, DC","Philadelphia, PA"
"Paso Robles, CA","Portland, OR"
"Seattle, WA","Ephrata, WA"
"Chicago, IL","Pittsfield, MA"
"Tuscaloosa, AL","Newark, NJ"
"Winona, MN","Whitefish, MT"
"High Point, NC","Atlanta, GA"
"St. Paul-Minneapolis, MN","Wenatchee, WA"
"Philadelphia, PA","Kannapolis, NC"
"Albuquerque, NM","Williams Junction, AZ"
"Green River, UT","Emeryville, CA"
"Pomona, CA","New Orleans, LA"
"Provo, UT","Emeryville, CA"
"Pomona, CA","San Antonio, TX"
"Centralia, WA","Los Angeles, CA"
"St. Cloud, MN","Minot, ND"
"Havre, MT","Spokane, WA"
"Milwaukee, WI","Red Wing, MN"
"Galesburg, IL","Lincoln, NE"
"Orlando, FL","Kingstree, SC"
"Martinez, CA","Sacramento, CA"
"Memphis, TN","Carbondale, IL"
"Sacramento, CA","Emeryville, CA"
"Meridian, MS","Baltimore, MD"
"West Palm Beach, FL","Deland, FL"
"Prince, WV","New York, NY"
"Columbus, WI","Williston, ND"
"Salinas, CA","Oxnard, CA"
"Reno, NV","Winnemucca, NV"
"Newark, NJ","Meridian, MS"
"Chicago, IL","Needles, CA"
"Springfield, IL","Alton, IL"
"Florence, SC","Savannah, GA"
"Atlanta, GA","High Point, NC"
"Lakeland, FL","Raleigh, NC"
"Raton, NM","Kingman, AZ"
"Toledo, OH","Utica, NY"
"Davis, CA","San Luis Obispo, CA"
"Stanley, ND","Seattle, WA"
"Red Wing, MN","Milwaukee, WI"
"Paso Robles, CA","Los Angeles, CA"
"Rochester, NY","Cleveland, OH"
"Austin, TX","Longview, TX"
"Van Nuys, CA","Salinas, CA"
"Galesburg, IL","Martinez, CA"
"East Glacier Park, MT","Staples, MN"
"Tampa, FL","Southern Pines, NC"
"Salt Lake City, UT","Elko, NV"
"Little Rock, AR","Dallas, TX"
"Whitefish, MT","Portage, WI"
"Salem, OR","Oakland, CA"
"Minot, ND","Wisconsin Dells, WI"
"Chico, CA","San Jose, CA"
"Erie, PA","Utica, NY"
"Philadelphia, PA","Hollywood, FL"
"St. Cloud, MN","Spokane, WA"
"Mineola, TX","Los Angeles, CA"
"Lincoln, NE","Salt Lake City, UT"
"Staples, MN","Whitefish, MT"
"Dodge City, KS","Fullerton, CA"
"Denver, CO","Richmond, CA"
"Wilmington, DE","Kissimmee, FL"
"Washington, DC","White Sulphur Springs, WV"
"La Plata, MO","Los Angeles, CA"
"Orlando, FL","Southern Pines, NC"
"East Glacier Park, MT","La Crosse, WI"
"Newark, NJ","Spartanburg, SC"
"Richmond, VA","Jesup, GA"
"Klamath Falls, OR","San Luis Obispo, CA"
"Hinton, WV","New York, NY"
"Kingman, AZ","Galesburg, IL"
"Newark, NJ","Burlington, NC"
"San Jose, CA","Olympia-Lacey, WA"
"Charlotte, NC","Charlottesville, VA"
"Staples, MN","East Glacier Park, MT"
"Rocky Mount, NC","Charleston, SC"
"Jacksonville, FL","Savannah, GA"
"Trenton, NJ","Chicago, IL"
"Fort Worth, TX","Ontario, CA"
"Lafayette, LA","San Antonio, TX"
"Philadelphia, PA","Charleston, WV"
"Staunton, VA","Washington, DC"
"McCook, NE","Lincoln, NE"
"Raleigh, NC","Lakeland, FL"
"Gainesville, GA","New Orleans, LA"
"Fullerton, CA","Dodge City, KS"
"Shelby, MT","Everett, WA"
"Florence, SC","Charleston, SC"
"Burlington, NC","Philadelphia, PA"
"Truckee, CA","Denver, CO"
"Philadelphia, PA","Manassas, VA"
"Emeryville, CA","Olympia-Lacey, WA"
"West Palm Beach, FL","Fayetteville, NC"
"Springfield, IL","Temple, TX"
"Winona, MN","Milwaukee, WI"
"Salinas, CA","Eugene, OR"
"Kansas City, MO","Hutchinson, KS"
"Sebring, FL","Fort Lauderdale, FL"
"Philadelphia, PA","Cincinnati, OH"
"Milwaukee, WI","Pasco, WA"
"Edmonds, WA","St. Paul-Minneapolis, MN"
"Spokane, WA","Wolf Point, MT"
"Grand Forks, ND","Portland, OR"
"Alexandria, VA","Petersburg, VA"
"Milwaukee, WI","Wisconsin Dells, WI"
"Oakland, CA","Salem, OR"
"Baltimore, MD","Petersburg, VA"
"Kissimmee, FL","Wilmington, DE"
"Charleston, SC","Deland, FL"
"Eugene, OR","Chico, CA"
"Chico, CA","Sacramento, CA"
"San Marcos, TX","Los Angeles, CA"
"Charleston, SC","Kissimmee, FL"
"Albuquerque, NM","Hutchinson, KS"
"San Bernardino, CA","Gallup, NM"
"Oakland, CA","Paso Robles, CA"
"Petersburg, VA","Tampa, FL"
"Fredericksburg, VA","Charlotte, NC"
"Austin, TX","Alpine, TX"
"Wilmington, DE","Birmingham, AL"
"Longview, TX","Little Rock, AR"
"Martinez, CA","Redding, CA"
"Lakeland, FL","Philadelphia, PA"
"Grand Forks, ND","Seattle, WA"
"Deerfield Beach, FL","Winter Haven, FL"
"Spokane, WA","Portage, WI"
"Milwaukee, WI","Tomah, WI"
"Devils Lake, ND","St. Paul-Minneapolis, MN"
"Riverside, CA","Garden City, KS"
"Greenville, SC","Baltimore, MD"
"Palatka, FL","Miami, FL"
"Barstow, CA","Chicago, IL"
"Richmond, VA","Winter Park, FL"
"Salinas, CA","Van Nuys, CA"
"Baltimore, MD","Salisbury, NC"
"Martinez, CA","Osceola, IA"
"Whitefish, MT","Winona, MN"
"Kankakee, IL","Jackson, MS"
"Spokane, WA","Edmonds, WA"
"Wisconsin Dells, WI","Whitefish, MT"
"Princeton, IL","Fullerton, CA"
"Savannah, GA","Jacksonville, FL"
"Wilson, NC","Raleigh, NC"
"Philadelphia, PA","Hattiesburg, MS"
"Kingstree, SC","Orlando, FL"
"Spartanburg, SC","Newark, NJ"
"Newark, NJ","Kannapolis, NC"
"Fort Morgan, CO","Galesburg, IL"
"Roseville, CA","Grand Junction, CO"
"Rocky Mount, NC","Savannah, GA"
"Salt Lake City, UT","Lincoln, NE"
"Paso Robles, CA","Sacramento, CA"
"Spokane, WA","East Glacier Park, MT"
"Ontario, CA","Houston, TX"
"Fort Lauderdale, FL","Deland, FL"
"Colfax, CA","Denver, CO"
"Miami, FL","Palatka, FL"
"Mendota, IL","Albuquerque, NM"
"Whitefish, MT","Pasco, WA"
"Raton, NM","Naperville, IL"
"Rocky Mount, NC","Miami, FL"
"Cary, NC","Salisbury, NC"
"Charlotte, NC","Meridian, MS"
"Fullerton, CA","Las Vegas, NM"
"Jesup, GA","Orlando, FL"
"Eugene, OR","Simi Valley, CA"
"Gallup, NM","Riverside, CA"
"Gastonia, NC","New York, NY"
"Oxnard, CA","Tacoma, WA"
"Atlanta, GA","Danville, VA"
"Jesup, GA","Richmond, VA"
"Chemult, OR","Martinez, CA"
"Salt Lake City, UT","Colfax, CA"
"Winter Haven, FL","Newark, NJ"
"Chemult, OR","San Luis Obispo, CA"
"Albuquerque, NM","Mendota, IL"
"Syracuse, NY","Waterloo, IN"
"Poplar Bluff, MO","Los Angeles, CA"
"Kelso-Longview, WA","Los Angeles, CA"
"Detroit Lakes, MN","Seattle, WA"
"Deerfield Beach, FL","Winter Park, FL"
"Salem, OR","Portland, OR"
"Colfax, CA","Salt Lake City, UT"
"Fargo, ND","Rugby, ND"
"Flagstaff, AZ","Topeka, KS"
"Lakeland, FL","Cary, NC"
"Baltimore, MD","Greenville, SC"
"Sacramento, CA","Centralia, WA"
"Naperville, IL","Omaha, NE"
"Albuquerque, NM","La Junta, CO"
"St. Paul-Minneapolis, MN","Winona, MN"
"Hattiesburg, MS","Birmingham, AL"
"Wenatchee, WA","Milwaukee, WI"
"San Bernardino, CA","Garden City, KS"
"Sacramento, CA","Paso Robles, CA"
"Joliet, IL","Austin, TX"
"Selma, NC","Alexandria, VA"
"Alexandria, VA","High Point, NC"
"Williston, ND","La Crosse, WI"
"Hammond, LA","Carbondale, IL"
"Chicago, IL","Winter Park/Fraser, CO"
"Winona, MN","Williston, ND"
"Davis, CA","Tacoma, WA"
"Hastings, NE","Reno, NV"
"Spokane, WA","Pasco, WA"
"Austin, TX","Tucson, AZ"
"San Luis Obispo, CA","Salem, OR"
"Charleston, WV","Charlottesville, VA"
"Barstow, CA","Kansas City, MO"
"Lakeland, FL","Newark, NJ"
"St. Paul-Minneapolis, MN","Detroit Lakes, MN"
"Columbus, WI","Pasco, WA"
"San Jose, CA","Simi Valley, CA"
"Naperville, IL","Newton, KS"
"Kissimmee, FL","Rocky Mount, NC"
"Southern Pines, NC","Jacksonville, FL"
"Pasco, WA","Fargo, ND"
"Spokane, WA","Columbus, WI"
"Chicago, IL","Bingen-White Salmon, WA"
"Deland, FL","Tampa, FL"
"Everett, WA","Fargo, ND"
"Newark, NJ","Camden, SC"
"Tuscaloosa, AL","Atlanta, GA"
"Charlottesville, VA","Charlotte, NC"
"Durham, NC","Richmond, VA"
"Burbank, CA","Portland, OR"
"Fort Lauderdale, FL","Sebring, FL"
"Fort Lauderdale, FL","Alexandria, VA"
"Greensboro, NC","Rocky Mount, NC"
"Eugene, OR","Davis, CA"
"Mendota, IL","Chicago, IL"
"Albuquerque, NM","La Plata, MO"
"Gainesville, GA","Charlottesville, VA"
"Columbus, WI","Fargo, ND"
"Charlotte, NC","Petersburg, VA"
"Ottumwa, IA","Reno, NV"
"Hollywood, FL","Winter Park, FL"
"Fort Worth, TX","Poplar Bluff, MO"
"Manassas, VA","Chicago, IL"
"Shelby, MT","Milwaukee, WI"
"Clemson, SC","Philadelphia, PA"
"Fullerton, CA","Williams Junction, AZ"
"Longview, TX","Austin, TX"
"Danville, VA","Atlanta, GA"
"Baltimore, MD","Alexandria, VA"
"South Bend, IN","Utica, NY"
"Boston, MA","Elkhart, IN"
"Charlottesville, VA","Charleston, WV"
"Glenview, IL","Everett, WA"
"Durham, NC","Trenton, NJ"
"Deerfield Beach, FL","Raleigh, NC"
"Jacksonville, FL","Winter Haven, FL"
"Hollywood, FL","Sebring, FL"
"Winter Haven, FL","Deerfield Beach, FL"
"Elkhart, IN","Syracuse, NY"
"St. Paul-Minneapolis, MN","Rugby, ND"
"Fargo, ND","Grand Forks, ND"
"Fargo, ND","Everett, WA"
"Kannapolis, NC","Durham, NC"
"Southern Pines, NC","Orlando, FL"
"Poplar Bluff, MO","Fort Worth, TX"
"Grand Junction, CO","Glenwood Springs, CO"
"Vancouver, WA","La Crosse, WI"
"Simi Valley, CA","Oakland, CA"
"Palatka, FL","Baltimore, MD"
"Winnemucca, NV","Reno, NV"
"New Orleans, LA","Clemson, SC"
"Fort Lauderdale, FL","Jesup, GA"
"Durham, NC","High Point, NC"
"Deland, FL","Wilmington, DE"
"Huntington, WV","Washington, DC"
"Hollywood, FL","Charleston, SC"
"Elko, NV","Grand Junction, CO"
"Glasgow, MT","Whitefish, MT"
"Vancouver, WA","Fargo, ND"
"Hamlet, NC","Philadelphia, PA"
"Lawrence, KS","Raton, NM"
"Birmingham, AL","Hattiesburg, MS"
"Hammond, LA","New Orleans, LA"
"Galesburg, IL","Fort Morgan, CO"
"Needles, CA","San Bernardino, CA"
"Portage, WI","Spokane, WA"
"Mount Pleasant, IA","Salt Lake City, UT"
"Charlotte, NC","Salisbury, NC"
"Burlington, NC","Newark, NJ"
"Philadelphia, PA","Hamlet, NC"
"Cary, NC","Richmond, VA"
"Alton, IL","Longview, TX"
"New York, NY","Bryan, OH"
"Salinas, CA","Tacoma, WA"
"New Orleans, LA","McComb, MS"
"Austin, TX","San Antonio, TX"
"Schenectady, NY","South Bend, IN"
"Cleveland, OH","Buffalo-Depew, NY"
"Deland, FL","Columbia, SC"
"Oxnard, CA","Emeryville, CA"
"Kissimmee, FL","Jacksonville, FL"
"Riverside, CA","Naperville, IL"
"Fort Lauderdale, FL","Richmond, VA"
"Petersburg, VA","Baltimore, MD"
"Ashland, KY","Washington, DC"
"Savannah, GA","Deerfield Beach, FL"
"Washington, DC","Hinton, WV"
"Raleigh, NC","Hollywood, FL"
"Omaha, NE","Naperville, IL"
"Southern Pines, NC","Philadelphia, PA"
"Oakland, CA","Olympia-Lacey, WA"
"Cleburne, TX","San Antonio, TX"
"New York, NY","Ashland, KY"
"Portage, WI","Whitefish, MT"
"Naperville, IL","Glenwood Springs, CO"
"Fargo, ND","Edmonds, WA"
"Edmonds, WA","La Crosse, WI"
"Edmonds, WA","Spokane, WA"
"Havre, MT","Minot, ND"
"Alexandria, VA","Meridian, MS"
"Baltimore, MD","Birmingham, AL"
"Springfield, IL","Little Rock, AR"
"Savannah, GA","Cary, NC"
"Deland, FL","Savannah, GA"
"New Orleans, LA","Lafayette, LA"
"West Palm Beach, FL","Florence, SC"
"Winter Park, FL","Tampa, FL"
"Salt Lake City, UT","Osceola, IA"
"Richmond, CA","Reno, NV"
"Rochester, NY","Elkhart, IN"
"Galesburg, IL","Las Vegas, NM"
"Sacramento, CA","Chico, CA"
"Stanley, ND","Portland, OR"
"Lordsburg, NM","Los Angeles, CA"
"Albany, OR","Oakland, CA"
"Williston, ND","Wishram, WA"
"New Orleans, LA","Benson, AZ"
"Emeryville, CA","Granby, CO"
"Hamlet, NC","Washington, DC"
"Albany, OR","Klamath Falls, OR"
"Richmond, VA","Durham, NC"
"Sebring, FL","Hollywood, FL"
"Fullerton, CA","Naperville, IL"
"Winter Park, FL","Hollywood, FL"
"St. Paul-Minneapolis, MN","Essex, MT"
"Devils Lake, ND","Portland, OR"
"Charlottesville, VA","Trenton, NJ"
"Petersburg, VA","Fayetteville, NC"
"Dallas, TX","Mineola, TX"
"Maysville, KY","New York, NY"
"Birmingham, AL","Wilmington, DE"
"Grand Junction, CO","Roseville, CA"
"St. Paul-Minneapolis, MN","Sandpoint, ID"
"Sebring, FL","Newark, NJ"
"Salisbury, NC","Baltimore, MD"
"Greenville, SC","Alexandria, VA"
"San Antonio, TX","Yuma, AZ"
"Little Rock, AR","Bloomington-Normal, IL"
"Salinas, CA","San Luis Obispo, CA"
"Fort Worth, TX","Maricopa, AZ"
"High Point, NC","Alexandria, VA"
"Emeryville, CA","Chemult, OR"
"Chicago, IL","Palm Springs, CA"
"Wenatchee, WA","Williston, ND"
"Hamlet, NC","Newark, NJ"
"Milwaukee, WI","West Glacier, MT"
"Lamy, NM","Galesburg, IL"
"Wilmington, DE","Greenville, SC"
"Philadelphia, PA","Delray Beach, FL"
"La Crosse, WI","Whitefish, MT"
"Baltimore, MD","West Palm Beach, FL"
"Chico, CA","Eugene, OR"
"Martinez, CA","San Luis Obispo, CA"
"Schriever, LA","Los Angeles, CA"
"Hollywood, FL","Raleigh, NC"
"Mount Pleasant, IA","Fort Morgan, CO"
"Richmond, VA","Deerfield Beach, FL"
"San Luis Obispo, CA","Davis, CA"
"Detroit Lakes, MN","Portland, OR"
"Oakland, CA","Burbank, CA"
"Boston, MA","Syracuse, NY"
"Poughkeepsie, NY","Toledo, OH"
"Raleigh, NC","Columbia, SC"
"Salisbury, NC","Cary, NC"
"Salinas, CA","Salem, OR"
"San Jose, CA","Sacramento, CA"
"Charleston, SC","Deerfield Beach, FL"
"Cary, NC","High Point, NC"
"Anniston, AL","Philadelphia, PA"
"Richmond, VA","Kingstree, SC"
"Laurel, MS","Washington, DC"
"New York, NY","Gastonia, NC"
"Albany-Rensselaer, NY","Sandusky, OH"
"Kingstree, SC","Miami, FL"
"New Orleans, LA","Brookhaven, MS"
"New Orleans, LA","Lake Charles, LA"
"Milwaukee, WI","Edmonds, WA"
"Portland, OR","Malta, MT"
"Alexandria, VA","West Palm Beach, FL"
"Camden, SC","Washington, DC"
"Glasgow, MT","Chicago, IL"
"Orlando, FL","Yemassee, SC"
"Deland, FL","Baltimore, MD"
"Richmond, VA","Rocky Mount, NC"
"Springfield, MA","Toledo, OH"
"Newark, NJ","Palatka, FL"
"Colfax, CA","Grand Junction, CO"
"Minot, ND","Sandpoint, ID"
"Fullerton, CA","Garden City, KS"
"Van Nuys, CA","Santa Barbara, CA"
"New York, NY","Clifton Forge, VA"
"Martinez, CA","Chico, CA"
"Emeryville, CA","Dunsmuir, CA"
"Poplar Bluff, MO","Dallas, TX"
"Klamath Falls, OR","Albany, OR"
"Glenwood Springs, CO","Martinez, CA"
"Raleigh, NC","Wilson, NC"
"Raton, NM","Flagstaff, AZ"
"Cary, NC","Sebring, FL"
"Trenton, NJ","Kissimmee, FL"
"Sebring, FL","Cary, NC"
"Tacoma, WA","Salinas, CA"
"Martinez, CA","Centralia, WA"
"Durham, NC","Kannapolis, NC"
"Alexandria, VA","Selma, NC"
"Rocky Mount, NC","Kissimmee, FL"
"Chicago, IL","Ontario, CA"
"Sacramento, CA","Oxnard, CA"
"Wolf Point, MT","Everett, WA"
"Charlottesville, VA","Wilmington, DE"
"Grand Junction, CO","Provo, UT"
"Los Angeles, CA","Lordsburg, NM"
"Columbus, WI","Minot, ND"
"La Plata, MO","Flagstaff, AZ"
"Winona, MN","Glenview, IL"
"Tucson, AZ","Fort Worth, TX"
"Naperville, IL","Topeka, KS"
"Winter Park, FL","Richmond, VA"
"Salem, OR","Salinas, CA"
"Tampa, FL","Deland, FL"
"Manassas, VA","Charlotte, NC"
"Waterloo, IN","Syracuse, NY"
"Meridian, MS","Charlotte, NC"
"Dillon, SC","Philadelphia, PA"
"Victorville, CA","Los Angeles, CA"
"Selma, NC","Charleston, SC"
"Santa Barbara, CA","Olympia-Lacey, WA"
"Dallas, TX","Poplar Bluff, MO"
"Alexandria, VA","Yemassee, SC"
"New York, NY","Laurel, MS"
"Boston, MA","Buffalo-Depew, NY"
"New Orleans, LA","Trenton, NJ"
"Vancouver, WA","San Jose, CA"
"Salt Lake City, UT","Green River, UT"
"Havre, MT","Columbus, WI"
"Newton, KS","Riverside, CA"
"Williams Junction, AZ","Naperville, IL"
"Toledo, OH","Rockville, MD"
"Tampa, FL","Denmark, SC"
"Kansas City, MO","Needles, CA"
"Chicago, IL","Trenton, NJ"
"Lawrence, KS","Garden City, KS"
"La Crosse, WI","Williston, ND"
"Greensboro, NC","Hattiesburg, MS"
"Miami, FL","Wilmington, DE"
"Lamar, CO","Kansas City, MO"
"Elkhart, IN","Buffalo-Depew, NY"
"Shelby, MT","Spokane, WA"
"Miami, FL","Kingstree, SC"
"Deerfield Beach, FL","Charleston, SC"
"Oxnard, CA","Salem, OR"
"New Orleans, LA","Hammond, LA"
"Galesburg, IL","La Junta, CO"
"Burbank, CA","Oakland, CA"
"Wilmington, DE","Petersburg, VA"
"Jesup, GA","Baltimore, MD"
"Hutchinson, KS","Albuquerque, NM"
"Olympia-Lacey, WA","San Jose, CA"
"Wenatchee, WA","Everett, WA"
"Atlanta, GA","Laurel, MS"
"Trenton, NJ","Cary, NC"
"Lamy, NM","San Bernardino, CA"
"Richmond, VA","Dillon, SC"
"Davis, CA","Reno, NV"
"Poughkeepsie, NY","Cleveland, OH"
"Fort Worth, TX","El Paso, TX"
"Flagstaff, AZ","Raton, NM"
"Savannah, GA","Deland, FL"
"Libby, MT","Seattle, WA"
"Dunsmuir, CA","Portland, OR"
"Oxnard, CA","San Luis Obispo, CA"
"Cary, NC","Palatka, FL"
"Alexandria, VA","Anniston, AL"
"Portland, OR","Chemult, OR"
"Petersburg, VA","Alexandria, VA"
"Lincoln, NE","Glenwood Springs, CO"
"Libby, MT","St. Paul-Minneapolis, MN"
"Libby, MT","Chicago, IL"
"Cary, NC","Columbia, SC"
"St. Paul-Minneapolis, MN","Glasgow, MT"
"Elkhart, IN","Harpers Ferry, WV"
"Galesburg, IL","Gallup, NM"
"South Bend, IN","Buffalo-Depew, NY"
"Edmonds, WA","Grand Forks, ND"
"Salt Lake City, UT","Naperville, IL"
"Olympia-Lacey, WA","Santa Barbara, CA"
"Denver, CO","Elko, NV"
"Meridian, MS","Charlottesville, VA"
"Sebring, FL","Savannah, GA"
"Wilmington, DE","Charlottesville, VA"
"Richmond, VA","Cary, NC"
"Reno, NV","Roseville, CA"
"Gallup, NM","San Bernardino, CA"
"Slidell, LA","Gainesville, GA"
"La Junta, CO","Albuquerque, NM"
"Reno, NV","Ottumwa, IA"
"Alexandria, VA","Jesup, GA"
"Washington, DC","Toccoa, GA"
"San Marcos, TX","Dallas, TX"
"Williston, ND","Columbus, WI"
"St. Louis, MO","Bloomington-Normal, IL"
"Chicago, IL","Wishram, WA"
"Winter Park, FL","Southern Pines, NC"
"Greenwood, MS","Memphis, TN"
"Seattle, WA","Tomah, WI"
"Davis, CA","Salt Lake City, UT"
"Ephrata, WA","Seattle, WA"
"Galesburg, IL","San Bernardino, CA"
"New Orleans, LA","Culpeper, VA"
"Temple, TX","San Antonio, TX"
"Petersburg, VA","Wilmington, DE"
"Bloomington-Normal, IL","Temple, TX"
"Cleburne, TX","Los Angeles, CA"
"Jesup, GA","Alexandria, VA"
"Yemassee, SC","Trenton, NJ"
"San Bernardino, CA","Dodge City, KS"
"Kansas City, MO","Victorville, CA"
"La Crosse, WI","Glenview, IL"
"Columbus, WI","Essex, MT"
"Fredericksburg, VA","Alexandria, VA"
"Oakland, CA","Simi Valley, CA"
"Albany, OR","Tacoma, WA"
"Greenwood, MS","Champaign-Urbana, IL"
"La Plata, MO","Kansas City, MO"
"Chicago, IL","Crawfordsville, IN"
"Raton, NM","Lawrence, KS"
"Petersburg, VA","Charlotte, NC"
"Utica, NY","Erie, PA"
"Emeryville, CA","Hastings, NE"
"Tacoma, WA","Van Nuys, CA"
"Charlottesville, VA","Gainesville, GA"
"Provo, UT","Grand Junction, CO"
"High Point, NC","New Orleans, LA"
"Galesburg, IL","Naperville, IL"
"Buffalo-Depew, NY","Schenectady, NY"
"Poplar Bluff, MO","St. Louis, MO"
"Philadelphia, PA","Camden, SC"
"Colfax, CA","Galesburg, IL"
"Salisbury, NC","Charlotte, NC"
"Jacksonville, FL","Southern Pines, NC"
"Longview, TX","Alton, IL"
"Toledo, OH","Springfield, MA"
"Mount Pleasant, IA","Reno, NV"
"Sacramento, CA","McCook, NE"
"Salinas, CA","Oakland, CA"
"Hattiesburg, MS","Charlotte, NC"
"Wisconsin Dells, WI","Milwaukee, WI"
"Lincoln, NE","Galesburg, IL"
"Sandpoint, ID","Stanley, ND"
"Seattle, WA","Libby, MT"
"West Palm Beach, FL","Jesup, GA"
"Eugene, OR","Olympia-Lacey, WA"
"McComb, MS","New Orleans, LA"
"Naperville, IL","Davis, CA"
"San Antonio, TX","Palm Springs, CA"
"Atlanta, GA","Culpeper, VA"
"Buffalo-Depew, NY","Poughkeepsie, NY"
"Toccoa, GA","Washington, DC"
"Los Angeles, CA","Springfield, IL"
"Burbank, CA","Santa Barbara, CA"
"Martinez, CA","Mount Pleasant, IA"
"Elkhart, IN","Rochester, NY"
"Denver, CO","Holdrege, NE"
"Lamy, NM","Flagstaff, AZ"
"Klamath Falls, OR","Oxnard, CA"
"Williams Junction, AZ","Galesburg, IL"
"Charleston, SC","Selma, NC"
"Sandpoint, ID","St. Paul-Minneapolis, MN"
"Bloomington-Normal, IL","Little Rock, AR"
"Salem, OR","Oxnard, CA"
"Baltimore, MD","Dillon, SC"
"Van Nuys, CA","Oakland, CA"
"Syracuse, NY","Boston, MA"
"Philadelphia, PA","Anniston, AL"
"Lincoln, NE","Martinez, CA"
"Albuquerque, NM","Las Vegas, NM"
"Winter Park/Fraser, CO","Mount Pleasant, IA"
"Glenwood Springs, CO","Mount Pleasant, IA"
"Albany, OR","Portland, OR"
"Homewood, IL","Champaign-Urbana, IL"
"Winter Haven, FL","Charleston, SC"
"Manassas, VA","New Orleans, LA"
"Fargo, ND","Pasco, WA"
"Sacramento, CA","Fort Morgan, CO"
"Los Angeles, CA","La Plata, MO"
"Seattle, WA","Chemult, OR"
"Kannapolis, NC","Newark, NJ"
"Greenville, SC","Wilmington, DE"
"High Point, NC","Durham, NC"
"Chicago, IL","Kankakee, IL"
"Glasgow, MT","Portland, OR"
"Charlotte, NC","Selma, NC"
"St. Cloud, MN","Stanley, ND"
"Spokane, WA","Staples, MN"
"San Jose, CA","Dunsmuir, CA"
"Slidell, LA","Alexandria, VA"
"Alexandria, VA","Slidell, LA"
"Newark, NJ","Lynchburg, VA"
"San Antonio, TX","Cleburne, TX"
